"Species","Date","Pop","ID","Sex","SVL","Date_metamorph","age"
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",13,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",13,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",14,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",13,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",12,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",15,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",12,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",15,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",14,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",14,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",13,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",15,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",14,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",13,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",15,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",14,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",15,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",10,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",12,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",15,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",15,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",15,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",12,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",12,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",15,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",13,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",16,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",14,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",14,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",14,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",16,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",15,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",14,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",14,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",16,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",14,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",13,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",15,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",12,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",15,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",10,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",13,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",11,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",12,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",12,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",17,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",14,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",15,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",13,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",14,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",14,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",14,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",15,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",13,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",15,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",15,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",13,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",13,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",15,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",12,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",15,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",15,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",15,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",13,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",14,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",15,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",13,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",13,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",13,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",13,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",11,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",16,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",12,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",15,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",16,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",15,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",14,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",13,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",12,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",12,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",12,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",14,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",14,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",15,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",14,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",12,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",13,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",12,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",16,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",15,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",17,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",13,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",12,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",14,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",13,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",11,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",14,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",12,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",13,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",14,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",12,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",13,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",14,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",17,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",14,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",13,"01/05/2018",0.046575342
"Epidalea calamita","18/05/2018","Laguna","","Juvenile",13,"01/05/2018",0.046575342
"Epidalea calamita","07/06/2018","Laguna","","Juvenile",15,"01/05/2018",0.101369863
"Epidalea calamita","07/06/2018","Laguna","","Juvenile",17,"01/05/2018",0.101369863
"Epidalea calamita","07/06/2018","Laguna","","Juvenile",14,"01/05/2018",0.101369863
"Epidalea calamita","07/06/2018","Laguna","","Juvenile",14,"01/05/2018",0.101369863
"Epidalea calamita","07/06/2018","Laguna","","Juvenile",16,"01/05/2018",0.101369863
"Epidalea calamita","07/06/2018","Laguna","","Juvenile",18,"01/05/2018",0.101369863
"Epidalea calamita","07/06/2018","Laguna","","Juvenile",16,"01/05/2018",0.101369863
"Epidalea calamita","07/06/2018","Laguna","","Juvenile",16,"01/05/2018",0.101369863
"Epidalea calamita","07/06/2018","Laguna","","Juvenile",19,"01/05/2018",0.101369863
"Epidalea calamita","07/06/2018","Laguna","","Juvenile",19,"01/05/2018",0.101369863
"Epidalea calamita","07/06/2018","Laguna","","Juvenile",17,"01/05/2018",0.101369863
"Epidalea calamita","07/06/2018","Laguna","","Juvenile",18,"01/05/2018",0.101369863
"Epidalea calamita","07/06/2018","Laguna","","Juvenile",20,"01/05/2018",0.101369863
"Epidalea calamita","07/06/2018","Laguna","","Juvenile",18,"01/05/2018",0.101369863
"Epidalea calamita","07/06/2018","Laguna","","Juvenile",18,"01/05/2018",0.101369863
"Epidalea calamita","07/06/2018","Laguna","","Juvenile",21,"01/05/2018",0.101369863
"Epidalea calamita","07/06/2018","Laguna","","Juvenile",18,"01/05/2018",0.101369863
"Epidalea calamita","07/06/2018","Laguna","","Juvenile",17,"01/05/2018",0.101369863
"Epidalea calamita","07/06/2018","Laguna","","Juvenile",20,"01/05/2018",0.101369863
"Epidalea calamita","07/06/2018","Laguna","","Juvenile",19,"01/05/2018",0.101369863
"Epidalea calamita","07/06/2018","Laguna","","Juvenile",18,"01/05/2018",0.101369863
"Epidalea calamita","07/06/2018","Laguna","","Juvenile",16,"01/05/2018",0.101369863
"Epidalea calamita","07/06/2018","Laguna","","Juvenile",19,"01/05/2018",0.101369863
"Epidalea calamita","07/06/2018","Laguna","","Juvenile",14,"01/05/2018",0.101369863
"Epidalea calamita","07/06/2018","Laguna","","Juvenile",20,"01/05/2018",0.101369863
"Epidalea calamita","07/06/2018","Laguna","","Juvenile",26,"01/05/2018",0.101369863
"Epidalea calamita","07/06/2018","Laguna","","Juvenile",20,"01/05/2018",0.101369863
"Epidalea calamita","07/06/2018","Laguna","","Juvenile",19,"01/05/2018",0.101369863
"Epidalea calamita","07/06/2018","Laguna","","Juvenile",18,"01/05/2018",0.101369863
"Epidalea calamita","07/06/2018","Laguna","","Juvenile",19,"01/05/2018",0.101369863
"Epidalea calamita","07/06/2018","Laguna","","Juvenile",17,"01/05/2018",0.101369863
"Epidalea calamita","07/06/2018","Laguna","","Juvenile",16,"01/05/2018",0.101369863
"Epidalea calamita","07/06/2018","Laguna","","Juvenile",19,"01/05/2018",0.101369863
"Epidalea calamita","07/06/2018","Laguna","","Juvenile",18,"01/05/2018",0.101369863
"Epidalea calamita","07/06/2018","Laguna","","Juvenile",16,"01/05/2018",0.101369863
"Epidalea calamita","07/06/2018","Laguna","","Juvenile",17,"01/05/2018",0.101369863
"Epidalea calamita","07/06/2018","Laguna","","Juvenile",16,"01/05/2018",0.101369863
"Epidalea calamita","07/06/2018","Laguna","","Juvenile",20,"01/05/2018",0.101369863
"Epidalea calamita","07/06/2018","Laguna","","Juvenile",14,"01/05/2018",0.101369863
"Epidalea calamita","07/06/2018","Laguna","","Juvenile",19,"01/05/2018",0.101369863
"Epidalea calamita","07/06/2018","Laguna","","Juvenile",17,"01/05/2018",0.101369863
"Epidalea calamita","07/06/2018","Laguna","","Juvenile",20,"01/05/2018",0.101369863
"Epidalea calamita","07/06/2018","Laguna","","Juvenile",18,"01/05/2018",0.101369863
"Epidalea calamita","03/07/2018","Laguna","BC091383","Juvenile",35,"01/05/2018",0.17260274
"Epidalea calamita","03/07/2018","Laguna","BC091384","Juvenile",36,"01/05/2018",0.17260274
"Epidalea calamita","03/07/2018","Laguna","BC091385","Juvenile",34,"01/05/2018",0.17260274
"Epidalea calamita","03/07/2018","Laguna","BC091386","Juvenile",35,"01/05/2018",0.17260274
"Epidalea calamita","03/07/2018","Laguna","BC091387","Juvenile",36,"01/05/2018",0.17260274
"Epidalea calamita","03/07/2018","Laguna","BC091388","Juvenile",34,"01/05/2018",0.17260274
"Epidalea calamita","03/07/2018","Laguna","BC091389","Juvenile",39,"01/05/2018",0.17260274
"Epidalea calamita","03/07/2018","Laguna","BC091390","Juvenile",34,"01/05/2018",0.17260274
"Epidalea calamita","03/07/2018","Laguna","BC091391","Juvenile",34,"01/05/2018",0.17260274
"Epidalea calamita","03/07/2018","Laguna","BC091392","Juvenile",31,"01/05/2018",0.17260274
"Epidalea calamita","03/07/2018","Laguna","BC091393","Juvenile",33,"01/05/2018",0.17260274
"Epidalea calamita","03/07/2018","Laguna","BC091394","Juvenile",33,"01/05/2018",0.17260274
"Epidalea calamita","03/07/2018","Laguna","BC091395","Juvenile",32,"01/05/2018",0.17260274
"Epidalea calamita","03/07/2018","Laguna","BC091396","Juvenile",34,"01/05/2018",0.17260274
"Epidalea calamita","03/07/2018","Laguna","BC091397","Juvenile",37,"01/05/2018",0.17260274
"Epidalea calamita","03/07/2018","Laguna","BC091398","Juvenile",34,"01/05/2018",0.17260274
"Epidalea calamita","03/07/2018","Laguna","BC091399","Juvenile",34,"01/05/2018",0.17260274
"Epidalea calamita","03/07/2018","Laguna","BC091400","Juvenile",32,"01/05/2018",0.17260274
"Epidalea calamita","03/07/2018","Laguna","BC091401","Juvenile",31,"01/05/2018",0.17260274
"Epidalea calamita","03/07/2018","Laguna","BC091402","Juvenile",32,"01/05/2018",0.17260274
"Epidalea calamita","03/07/2018","Laguna","","Juvenile",25,"01/05/2018",0.17260274
"Epidalea calamita","03/07/2018","Laguna","","Juvenile",32,"01/05/2018",0.17260274
"Epidalea calamita","03/07/2018","Laguna","","Juvenile",30,"01/05/2018",0.17260274
"Epidalea calamita","03/07/2018","Laguna","","Juvenile",25,"01/05/2018",0.17260274
"Epidalea calamita","03/07/2018","Laguna","","Juvenile",32,"01/05/2018",0.17260274
"Epidalea calamita","03/07/2018","Laguna","","Juvenile",32,"01/05/2018",0.17260274
"Epidalea calamita","03/07/2018","Laguna","","Juvenile",32,"01/05/2018",0.17260274
"Epidalea calamita","03/07/2018","Laguna","","Juvenile",27,"01/05/2018",0.17260274
"Epidalea calamita","03/07/2018","Laguna","","Juvenile",30,"01/05/2018",0.17260274
"Epidalea calamita","03/07/2018","Laguna","","Juvenile",32,"01/05/2018",0.17260274
"Epidalea calamita","03/07/2018","Laguna","","Juvenile",28,"01/05/2018",0.17260274
"Epidalea calamita","03/07/2018","Laguna","","Juvenile",33,"01/05/2018",0.17260274
"Epidalea calamita","03/07/2018","Laguna","","Juvenile",30,"01/05/2018",0.17260274
"Epidalea calamita","03/07/2018","Laguna","","Juvenile",27,"01/05/2018",0.17260274
"Epidalea calamita","03/07/2018","Laguna","","Juvenile",32,"01/05/2018",0.17260274
"Epidalea calamita","03/07/2018","Laguna","","Juvenile",26,"01/05/2018",0.17260274
"Epidalea calamita","03/07/2018","Laguna","","Juvenile",27,"01/05/2018",0.17260274
"Epidalea calamita","03/07/2018","Laguna","","Juvenile",30,"01/05/2018",0.17260274
"Epidalea calamita","03/07/2018","Laguna","","Juvenile",23,"01/05/2018",0.17260274
"Epidalea calamita","03/07/2018","Laguna","","Juvenile",31,"01/05/2018",0.17260274
"Epidalea calamita","03/07/2018","Laguna","","Juvenile",30,"01/05/2018",0.17260274
"Epidalea calamita","03/07/2018","Laguna","","Juvenile",29,"01/05/2018",0.17260274
"Epidalea calamita","03/07/2018","Laguna","","Juvenile",31,"01/05/2018",0.17260274
"Epidalea calamita","03/07/2018","Laguna","","Juvenile",32,"01/05/2018",0.17260274
"Epidalea calamita","03/07/2018","Laguna","","Juvenile",30,"01/05/2018",0.17260274
"Epidalea calamita","26/07/2018","Gravera","","Juvenile",36,"01/05/2018",0.235616438
"Epidalea calamita","27/07/2018","Laguna","BC091403","Juvenile",39,"01/05/2018",0.238356164
"Epidalea calamita","27/07/2018","Laguna","BC091404","Juvenile",38,"01/05/2018",0.238356164
"Epidalea calamita","27/07/2018","Laguna","BC091405","Juvenile",37,"01/05/2018",0.238356164
"Epidalea calamita","27/07/2018","Laguna","BC091406","Juvenile",37,"01/05/2018",0.238356164
"Epidalea calamita","27/07/2018","Laguna","BC091407","Juvenile",38,"01/05/2018",0.238356164
"Epidalea calamita","27/07/2018","Laguna","BC091408","Juvenile",35,"01/05/2018",0.238356164
"Epidalea calamita","27/07/2018","Laguna","BC091409","Juvenile",36,"01/05/2018",0.238356164
"Epidalea calamita","27/07/2018","Laguna","BC091410","Juvenile",35,"01/05/2018",0.238356164
"Epidalea calamita","27/07/2018","Laguna","BC091411","Juvenile",36,"01/05/2018",0.238356164
"Epidalea calamita","27/07/2018","Laguna","BC091412","Juvenile",35,"01/05/2018",0.238356164
"Epidalea calamita","27/07/2018","Laguna","","Juvenile",37,"01/05/2018",0.238356164
"Epidalea calamita","27/07/2018","Laguna","","Juvenile",33,"01/05/2018",0.238356164
"Epidalea calamita","27/07/2018","Laguna","","Juvenile",35,"01/05/2018",0.238356164
"Epidalea calamita","27/07/2018","Laguna","","Juvenile",28,"01/05/2018",0.238356164
"Epidalea calamita","27/07/2018","Laguna","","Juvenile",30,"01/05/2018",0.238356164
"Epidalea calamita","27/07/2018","Laguna","","Juvenile",34,"01/05/2018",0.238356164
"Epidalea calamita","27/07/2018","Laguna","","Juvenile",33,"01/05/2018",0.238356164
"Epidalea calamita","27/07/2018","Laguna","","Juvenile",34,"01/05/2018",0.238356164
"Epidalea calamita","27/07/2018","Laguna","","Juvenile",37,"01/05/2018",0.238356164
"Epidalea calamita","27/07/2018","Laguna","","Juvenile",36,"01/05/2018",0.238356164
"Epidalea calamita","27/07/2018","Laguna","","Juvenile",33,"01/05/2018",0.238356164
"Epidalea calamita","27/07/2018","Laguna","","Juvenile",30,"01/05/2018",0.238356164
"Epidalea calamita","27/07/2018","Laguna","","Juvenile",33,"01/05/2018",0.238356164
"Epidalea calamita","27/07/2018","Laguna","","Juvenile",32,"01/05/2018",0.238356164
"Epidalea calamita","27/07/2018","Laguna","","Juvenile",34,"01/05/2018",0.238356164
"Epidalea calamita","01/08/2018","Gravera","","Juvenile",25,"01/05/2018",0.252054795
"Epidalea calamita","12/08/2018","Gravera","BC091413","Juvenile",36,"01/05/2018",0.282191781
"Epidalea calamita","10/09/2018","Laguna","BC091414","Juvenile",31,"01/05/2018",0.361643836
"Epidalea calamita","10/09/2018","Laguna","BC091416","Juvenile",37,"01/05/2018",0.361643836
"Epidalea calamita","10/09/2018","Laguna","BC091417","Juvenile",34,"01/05/2018",0.361643836
"Epidalea calamita","10/09/2018","Laguna","BC091418","Juvenile",39,"01/05/2018",0.361643836
"Epidalea calamita","10/09/2018","Laguna","BC091421","Juvenile",33,"01/05/2018",0.361643836
"Epidalea calamita","10/09/2018","Laguna","BC091422","Juvenile",31,"01/05/2018",0.361643836
"Epidalea calamita","10/09/2018","Gravera","BC091423","Juvenile",34,"01/05/2018",0.361643836
"Epidalea calamita","10/09/2018","Gravera","BC091424","Juvenile",33,"01/05/2018",0.361643836
"Epidalea calamita","10/09/2018","Gravera","BC091425","Juvenile",34,"01/05/2018",0.361643836
"Epidalea calamita","10/09/2018","Gravera","BC091426","Juvenile",35,"01/05/2018",0.361643836
"Epidalea calamita","10/09/2018","Gravera","BC091427","Juvenile",34,"01/05/2018",0.361643836
"Epidalea calamita","10/09/2018","Laguna","","Juvenile",28,"01/05/2018",0.361643836
"Epidalea calamita","10/09/2018","Laguna","","Juvenile",31,"01/05/2018",0.361643836
"Epidalea calamita","10/09/2018","Laguna","","Juvenile",27,"01/05/2018",0.361643836
"Epidalea calamita","10/09/2018","Laguna","","Juvenile",29,"01/05/2018",0.361643836
"Epidalea calamita","10/09/2018","Laguna","","Juvenile",29,"01/05/2018",0.361643836
"Epidalea calamita","10/09/2018","Laguna","","Juvenile",28,"01/05/2018",0.361643836
"Epidalea calamita","10/09/2018","Laguna","","Juvenile",32,"01/05/2018",0.361643836
"Epidalea calamita","10/09/2018","Laguna","","Juvenile",31,"01/05/2018",0.361643836
"Epidalea calamita","10/09/2018","Gravera","","Juvenile",30,"01/05/2018",0.361643836
"Epidalea calamita","10/09/2018","Gravera","","Juvenile",31,"01/05/2018",0.361643836
"Epidalea calamita","10/09/2018","Gravera","","Juvenile",30,"01/05/2018",0.361643836
"Epidalea calamita","10/09/2018","Gravera","","Juvenile",29,"01/05/2018",0.361643836
"Epidalea calamita","10/09/2018","Gravera","","Juvenile",34,"01/05/2018",0.361643836
"Epidalea calamita","10/09/2018","Gravera","","Juvenile",34,"01/05/2018",0.361643836
"Epidalea calamita","10/09/2018","Gravera","","Juvenile",33,"01/05/2018",0.361643836
"Epidalea calamita","18/09/2018","Gravera","","Juvenile",42,"01/05/2018",0.383561644
"Epidalea calamita","18/09/2018","Gravera","","Juvenile",36,"01/05/2018",0.383561644
"Epidalea calamita","18/09/2018","Gravera","","Juvenile",37,"01/05/2018",0.383561644
"Epidalea calamita","18/09/2018","Gravera","","Juvenile",37,"01/05/2018",0.383561644
"Epidalea calamita","18/09/2018","Gravera","","Juvenile",38,"01/05/2018",0.383561644
"Epidalea calamita","18/09/2018","Gravera","","Juvenile",35,"01/05/2018",0.383561644
"Epidalea calamita","18/09/2018","Gravera","BC091429","Juvenile",45,"01/05/2018",0.383561644
"Epidalea calamita","18/09/2018","Gravera","","Juvenile",30,"01/05/2018",0.383561644
"Epidalea calamita","18/09/2018","Gravera","","Juvenile",32,"01/05/2018",0.383561644
"Epidalea calamita","18/09/2018","Gravera","","Juvenile",28,"01/05/2018",0.383561644
"Epidalea calamita","18/09/2018","Gravera","","Juvenile",34,"01/05/2018",0.383561644
"Epidalea calamita","18/09/2018","Gravera","","Juvenile",33,"01/05/2018",0.383561644
"Epidalea calamita","18/09/2018","Gravera","","Juvenile",30,"01/05/2018",0.383561644
"Epidalea calamita","18/09/2018","Gravera","","Juvenile",27,"01/05/2018",0.383561644
"Epidalea calamita","18/09/2018","Gravera","","Juvenile",34,"01/05/2018",0.383561644
"Epidalea calamita","18/09/2018","Gravera","","Juvenile",29,"01/05/2018",0.383561644
"Epidalea calamita","18/09/2018","Gravera","","Juvenile",28,"01/05/2018",0.383561644
"Epidalea calamita","18/09/2018","Gravera","","Juvenile",27,"01/05/2018",0.383561644
"Epidalea calamita","18/09/2018","Gravera","","Juvenile",28,"01/05/2018",0.383561644
"Epidalea calamita","18/09/2018","Gravera","","Juvenile",29,"01/05/2018",0.383561644
"Epidalea calamita","18/09/2018","Gravera","","Juvenile",32,"01/05/2018",0.383561644
"Epidalea calamita","18/09/2018","Gravera","","Juvenile",26,"01/05/2018",0.383561644
"Epidalea calamita","18/09/2018","Gravera","","Juvenile",25,"01/05/2018",0.383561644
"Epidalea calamita","25/09/2018","Gravera","BC091430","Juvenile",39,"01/05/2018",0.402739726
"Epidalea calamita","25/09/2018","Gravera","BC091431","Juvenile",35,"01/05/2018",0.402739726
"Epidalea calamita","25/09/2018","Gravera","BC091432","Juvenile",37,"01/05/2018",0.402739726
"Epidalea calamita","25/09/2018","Gravera","BC091433","Juvenile",34,"01/05/2018",0.402739726
"Epidalea calamita","25/09/2018","Gravera","","Juvenile",33,"01/05/2018",0.402739726
"Epidalea calamita","25/09/2018","Laguna","BC091434","Juvenile",43,"01/05/2018",0.402739726
"Epidalea calamita","25/09/2018","Laguna","BC091435","Juvenile",40,"01/05/2018",0.402739726
"Epidalea calamita","25/09/2018","Laguna","BC091436","Juvenile",43,"01/05/2018",0.402739726
"Epidalea calamita","25/09/2018","Laguna","BC091437","Juvenile",41,"01/05/2018",0.402739726
"Epidalea calamita","25/09/2018","Laguna","BC091438","Juvenile",41,"01/05/2018",0.402739726
"Epidalea calamita","25/09/2018","Laguna","BC091439","Juvenile",38,"01/05/2018",0.402739726
"Epidalea calamita","25/09/2018","Laguna","BC091440","Juvenile",42,"01/05/2018",0.402739726
"Epidalea calamita","25/09/2018","Laguna","BC091441","Juvenile",33,"01/05/2018",0.402739726
"Epidalea calamita","25/09/2018","Laguna","BC091442","Juvenile",37,"01/05/2018",0.402739726
"Epidalea calamita","25/09/2018","Laguna","BC091443","Juvenile",38,"01/05/2018",0.402739726
"Epidalea calamita","25/09/2018","Laguna","","Juvenile",38,"01/05/2018",0.402739726
"Epidalea calamita","25/09/2018","Laguna","","Juvenile",36,"01/05/2018",0.402739726
"Epidalea calamita","25/09/2018","Laguna","","Juvenile",35,"01/05/2018",0.402739726
"Epidalea calamita","25/09/2018","Laguna","","Juvenile",36,"01/05/2018",0.402739726
"Epidalea calamita","25/09/2018","Laguna","","Juvenile",36,"01/05/2018",0.402739726
"Epidalea calamita","25/09/2018","Laguna","","Juvenile",33,"01/05/2018",0.402739726
"Epidalea calamita","25/09/2018","Laguna","","Juvenile",35,"01/05/2018",0.402739726
"Epidalea calamita","25/09/2018","Laguna","","Juvenile",37,"01/05/2018",0.402739726
"Epidalea calamita","25/09/2018","Laguna","","Juvenile",37,"01/05/2018",0.402739726
"Epidalea calamita","25/09/2018","Laguna","","Juvenile",35,"01/05/2018",0.402739726
"Epidalea calamita","25/09/2018","Laguna","","Juvenile",35,"01/05/2018",0.402739726
"Epidalea calamita","25/09/2018","Laguna","","Juvenile",34,"01/05/2018",0.402739726
"Epidalea calamita","25/09/2018","Laguna","","Juvenile",31,"01/05/2018",0.402739726
"Epidalea calamita","05/10/2018","Laguna","","Juvenile",30,"01/05/2018",0.430136986
"Epidalea calamita","05/10/2018","Laguna","","Juvenile",36,"01/05/2018",0.430136986
"Epidalea calamita","05/10/2018","Laguna","","Juvenile",36,"01/05/2018",0.430136986
"Epidalea calamita","05/10/2018","Laguna","","Juvenile",39,"01/05/2018",0.430136986
"Epidalea calamita","05/10/2018","Laguna","","Juvenile",36,"01/05/2018",0.430136986
